,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間
,,,,,,-,list,text,白金毆打每次傷害都會觸發一次#[猛毒]的扣血；每次傷害都會讓復仇女神的審判層數+1。,,,,,,,
,,,,,,,,skill,復仇女神,,,,,,,
,,,,,,,,mark,白金毆打,,,,,,,
,,,,,,9,text,text,狀態期間內再次使用本技能，結束修羅氣場、若入魔層數不為0則切換至修羅氣息狀態。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"修羅氣場,入魔層數,白金毆打,修羅氣息",,,,,,,
,,,,,,10,effect,name,修羅氣息,,,,,,,
,,,,,,,,critical_rate,7.5*SLv,,,,,,,
,,,,,,,,total_damage_B.displayTitle,所有技能與普通攻擊的最終傷害,,,,,,,
,,,,,,,,total_damage_B,10,,,,,,,
,,,,,,,,skill_constant_extra.displayTitle,所有技能與普通攻擊的技能常數,,,,,,,
,,,,,,,,skill_constant_extra,20*SLv,,,,,,,
,,,,,,,,condition,入魔層數>0時,,,,,,,
,,,,,,,,end_condition,直到再次使用本技能,,,,,,,
,,,,,,-,extra,caption,剩餘的入魔層數會在使用一般攻擊後，繼續造成白金毆打，每次傷害消耗1個層數直到耗盡。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,持有入魔層數切換地圖時，每層入魔回復自身50MP。,,,,,,,
,,,,,,-,tips,text,但如果再次進入修羅氣場，沒用完的入魔層數會被歸0。,,,,,,,
,,,,,,-,list,text,在此狀況下發動的白金毆打，不會因使用技能而中斷。,,,,,,,
,,,,,,,,,,,,,,,,
16,,非預設,,拳套,,1,,critical_rate,2.5*SLv,,,,,,,
,,,,,,,,skill_constant_extra,10*SLv,,,,,,,
,,,,,,,,total_damage_B.displayTitle,,,,,,,,
,,,,,,,,total_damage_B,,,,,,,,
,,,,,,3,,multiplier,50+$BAGI/(24-SLv*2),,,,,,,
,,,,,,4,,caption,每次攻擊回復((總攻擊MP回復×${SLv/20}))的MP。,,,,,,,
,,,,,,5,,,,,,,,,,
,,,,,,10,,critical_rate,2.5*SLv,,,,,,,
,,,,,,,,skill_constant_extra,10*SLv,,,,,,,
16,,歷史紀錄,0,2022/07/28,,6,list,text,本技能的異常抗性提升，與裝備、角色能力的異常抗性疊加，但不會受#[疾病]狀態的影響。,,,,,,,
16,,歷史紀錄,0,2023/04/06,,7,extra,caption,攻擊時MP不再回復、提升所有技能基礎MP消耗![100](除本技能外)。,,,,,,,
16,,歷史紀錄,0,2024/04/18,,-,text,text,變更無敵時長，增加脫離修羅狀態的增益(修羅氣息)。,,,,,,,
,,,,,,8,,caption,獲得狀態時，自身#[無敵]2秒。,,,,,,,
,,,,,,9,text,text,狀態期間內再次使用本技能，結束修羅氣場。剩餘的入魔層數會在使用一般攻擊後，繼續造成白金毆打，每次傷害消耗1個層數直到耗盡。,,,,,,,
16,,歷史紀錄,1,2024/04/18,,-,text,text,變更無敵時長，增加脫離修羅狀態的增益(修羅氣息)。,,,,,,,
,,,,,,8,,caption,獲得狀態時，自身#[無敵]2秒。,,,,,,,
,,,,,,9,text,text,狀態期間內再次使用本技能，結束修羅氣場。剩餘的入魔層數會在使用一般攻擊後，繼續造成白金毆打，每次傷害消耗1個層數直到耗盡。,,,,,,,
16,,歷史紀錄,0,2025/04/24,,-,text,text,最終傷害提升由1.3倍減少到1.1倍，僅限特定的技能樹維持1.3倍效果。,,,,,,,
,,,,,,11,,caption,消費![100]MP，將該傷害減輕((當前剩餘MP÷20))%、並使對該傷害的異常抗性+((當前剩餘MP÷10))%。（減傷上限95%，異抗上限100%，在本效果扣除MP之後計算）,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17,閃影擊,預設,拳套,拳套,,3,text,text,對目標進行閃影擊，並獲得閃影狀態。若閃躲次數消耗越多，攻擊次數越多。,,100 ,6 ,瞬發,可以放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"閃影擊,閃影",,,,,,,
,,,,,,-,tips,text,此技能的閃躲次數消耗，指((最大閃躲次數-當前閃躲次數))。,,,,,,,
,,,,,,4,proration,damage,normal_attack,,,,,,,
,,,,,,,,proration,normal_attack,,,,,,,
,,,,,,2,damage,name,閃影擊(主傷害),,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,300+30*SLv+$BAGI/3,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,extra,condition,閃躲次數若有消耗,,,,,,,
,,,,,,,,caption,每消耗1層，造成一次追加攻擊。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,每次追加攻擊的傷害為上個追加攻擊傷害的一半，即第2次攻擊為閃影擊主傷害的一半，第3次為1/4，第4次1/8，以此類推。,,,,,,,
,,,,,,,,mark,閃影擊,,,,,,,
,,,,,,1,next,name,閃影,,,,,,,
,,,,,,,,short_range_damage,SLv,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,施放任意技能後，即使不是攻擊技能，狀態都會消失。,,,,,,,
17,,歷史紀錄,0,2022/04/07,,1,,long_range_damage,-5,,,,,,,
,,,,,,2,,multiplier,300+30*SLv,,,,,,,
,,,,,,,,,,,,,,,,
17,,歷史紀錄,0,2022/07/14,,-,text,text,閃影狀態可在未消耗閃躲時獲得。,,,,,,,
,,,,,,3,text,text,對目標進行閃影擊。若閃躲次數有所消耗，提升攻擊次數、並獲得閃影狀態。,,,,,,,
17,,歷史紀錄,0,2023/11/09,,4,proration,damage,physical,,,,,,,
,,,,,,,,proration,physical,,,,,,,
17,,歷史紀錄,0,2024/04/18,,2,,range_damage,0,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
18,化勁,預設,拳套,,,1,text,text,將動作期間內受到的傷害變為0，減傷成功時自身獲得化勁，並獲得${20+SLv}秒的經絡脈輪的效果(僅獲得狀態，不會回復100MP)。,,100 ,,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,化勁,,,,,,,
,,,,,,,,skill,經絡脈輪,,,,,,,
,,,,,,4,,skill,經絡脈輪,,,,,,,
,,,,,,2,effect,name,化勁,,,,,,,
,,,,,,,,weapon_base_atk,5*SLv,%,,,,,,
,,,,,,,,stability,10,,,,,,,
,,,,,,,,duration,"[30,32,35,40,45,50,60,70,80,90][SLv-1]",,,,,,,
,,,,,,-,list,text,本技能給予的經絡脈輪，效果量為經絡脈輪技能等級與本技能等級兩者取較低者,,,,,,,
,,,,,,,,mark,經絡脈輪,,,,,,,
,,,,,,-,list,text,此技能在判定上仍視為角色受到了傷害，因此會被傷害中斷的技能，諸如神速掌握、勇氣泉源等，仍會中斷。,,,,,,,
,,,,,,,,mark,"神速掌握,勇氣泉源",,,,,,,
,,,,,,3,list,text,本技能的武器基礎ATK與破壞者所提供的能夠疊加，但上限為+![50%]。,,,,,,,
,,,,,,,,skill,破壞者,,,,,,,
18,,非預設,,拳套,,1,,text,將動作期間內受到的傷害變為0，減傷成功時自身獲得化勁，並獲得${10+SLv}秒的經絡脈輪的效果(除了MP回復)。,,,,,,,
,,,,,,2,,weapon_base_atk,0,%,,,,,,
,,,,,,3,,,,,,,,,,
,,,,,,4,list,text,副手拳套使用本技能所獲得的經絡脈輪效果，以未裝備拳套時的狀態計算。,,,,,,,
19,貼山靠,預設,拳套,拳套,,-,text,text,衝撞到目標跟前造成傷害，機率使敵人#[昏厥]。若附加昏厥時處於昏厥的抗性時間內，則會觸發乘勝追擊強化。,,500 ,4 ,瞬發,可以放入連擊,,
,,,,,,,,skill,乘勝追擊,,,,,,,
,,,,,,,,mark,昏厥,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,500,,,,,,,
,,,,,,,,multiplier,750+25*SLv,,,,,,,
,,,,,,,,ailment_name,昏厥,,,,,,,
,,,,,,,,ailment_chance,100,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,2,effect,name,乘勝追擊強化,,,,,,,
,,,,,,,,end_condition,持續時間=觸發此效果時，昏厥抗性的剩餘秒數,,,,,,,
,,,,,,,,condition,昏厥附加判定成功但處於抗性時間時,,,,,,,
,,,,,,,,caption,乘勝追擊技能倍率+((${SLv}*乘勝追擊觸發次數)),,,,,,,
,,,,,,-,extra,caption,使乘勝追擊變為可暴擊。,,,,,,,
,,,,,,-,tips,text,換句話說，效果期間內乘勝追擊每次傷害，會比前一次提高${SLv}的倍率。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
19,,非預設,空手,,,1,,multiplier,"750+25*SLv+Math.max($AGI,$DEX)",,,,,,,
,,,,,,,,ailment_chance,10*SLv,,,,,,,
,,,,,,,,,,,,,,,,
20,震腳,預設,拳套,拳套,,-,text,text,對目標震腳，機率使目標#[膽怯]，成功膽怯時回復大量MP。,,300 ,2 ,瞬發,可以放入連擊,,
,,,,,,,,mark,"膽怯,震腳",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,300,,,,,,,
,,,,,,,,multiplier,750+25*SLv,,,,,,,
,,,,,,,,ailment_name,膽怯,,,,,,,
,,,,,,,,ailment_chance,10*SLv,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,膽怯附加成功時,,,,,,,
,,,,,,,,caption,自身回復((600+攻擊MP回復*2))的MP。,,,,,,,
20,,非預設,空手,,,1,,multiplier,"750+25*SLv+Math.max($STR,$DEX)",,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
21,旋掃,預設,拳套,拳套,,-,text,text,旋掃破壞目標平衡，機率使目標#[翻覆]。成功翻覆時追加車輪腳，並獲得勢不可擋增益。,,400 ,2 ,瞬發,可以放入連擊,,
,,,,,,,,mark,"翻覆,旋掃,車輪腳,勢不可擋",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,400,,,,,,,
,,,,,,,,multiplier,250+25*SLv,,,,,,,
,,,,,,,,ailment_name,翻覆,,,,,,,
,,,,,,,,ailment_chance,100,,,,,,,
,,,,,,,,name,旋掃,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,2,damage,constant,400+40*SLv,,,,,,,
,,,,,,,,multiplier,500+50*SLv,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,車輪腳,,,,,,,
,,,,,,-,effect,name,勢不可擋,,,,,,,
,,,,,,,,duration,(SLv+1)/2,,,,,,,
,,,,,,,,caption,不會陷入#[停止]、#[遲緩]狀態、免疫強制位移的攻擊效果。,,,,,,,
,,,,,,,,condition,翻覆成功時,,,,,,,
,,,,,,3,extra,caption,獲得狀態時，閃躲剩餘次數+2。,,,,,,,
,,,,,,4,list,text,補充閃躲次數時，會把正在回復中的那次閃躲進度歸零。例如，當前閃躲條在0.9的位置，會變成2而非2.9。,,,,,,,
21,,非預設,空手,,,1,damage,multiplier,"250+25*SLv+Math.max($STR,$AGI)",,,,,,,
,,,,,,2,damage,multiplier,500+50*SLv+$BAGI,,,,,,,
,,,,,,3,extra,caption,獲得狀態時，閃躲剩餘次數+1。,,,,,,,
,,,,,,4,list,text,補充閃躲次數時，會把正在回復中的那次閃躲進度歸零。例如，當前閃躲條在0.9的位置，會變成1而非1.9。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,1,雙劍技能,,,,,,,,,,,,,,
0,雙劍要領,預設,雙劍,,,-,text,text,習得此技能後，方可以同時裝備兩把單手劍。,,,,被動,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,passive,critical_rate,SLv*3,%,,,,,,
,,,,,,,,accuracy,SLv*3,%,,,,,,
,,,,,,-,list,text,裝備兩把單手劍時，命中-55%、暴擊率-55%，此技能可抵消部分副作用。,,,,,,,
,,,,,,-,list,text,配合雙劍鍛鍊可抵銷全部副作用。,,,,,,,
,,,,,,,,skill,雙劍鍛鍊,,,,,,,
,,,,,,-,list,text,建議閱讀#[雙劍特性說明]。,,,,,,,
1,雙弧斬,預設,雙劍,,,-,proration,damage,physical,,200,main,瞬發,可以放入連擊,一般,
,,,,,,-,damage,constant,100+SLv*10,,,,,,,
,,,,,,,,multiplier,150+SLv*10,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,~66,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,-,extra,critical_damage_skill,50+SLv*5,,,,,,,
,,,,,,,,critical_damage_skill.registlet,RLv,,,,,,,
,,,,,,-,list,text,此技能的爆傷加成，不受到爆傷超過300%後衰減的影響。,,,,,,,
,,,,,,-,tips,text,例如，角色原始爆傷300，此技能提供100爆傷，最終爆傷即為400%，非通常的350%。,,,,,,,
2,破空刃,預設,雙劍,,,-,text,text,施放迴旋斬將敵人逼退，並在原地殘留持續數秒的風壓，對經過的敵人造成持續的傷害。,,100,-,瞬發,可以放入連擊,稍快,
,,,,,,,,branch,"迴旋斬, 風壓",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,,,proration,magic,,,,,,,
,,,,,,1,damage,name,迴旋斬,,,,,,,
,,,,,,,,constant,50+SLv*5,,,,,,,
,,,,,,,,multiplier,125+SLv*2.5,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,4,,,,,,,
,,,,,,,,end_position,self,,,,,,,
,,,,,,,,ailment_name,逼退,,,,,,,
,,,,,,,,ailment_chance,100,,,,,,,
,,,,,,,,element,wind,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,2,damage,name,風壓,,,,,,,
,,,,,,,,constant,50+SLv*5,,,,,,,
,,,,,,,,multiplier,30+SLv*2,,,,,,,
,,,,,,,,multiplier.registlet,5*RLv,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,is_place,1,,,,,,,
,,,,,,,,radius,4,,,,,,,
,,,,,,,,duration,3,,,,,,,
,,,,,,,,frequency,3,,,,,,,
,,,,,,,,cycle,1,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,ailment_name,盲目,,,,,,,
,,,,,,,,ailment_chance,50,,,,,,,
,,,,,,,,end_position,self,,,,,,,
,,,,,,,,element,wind,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,-,list,text,風壓的每段傷害會被分為五次小傷害，但僅是顯示效果，實際上仍被視作一次攻擊。,,,,,,,
,,,,,,-,list,text,若鎖定中的目標帶有#[盲目]，則連擊效果#[心眼]會中斷此技能施放。,,,,,,,
,,,,,,-,list,text,此技能無法被強打、遠程狙擊等技能加成。,,,,,,,
,,,,,,,,skill,"強打, 遠程狙擊",,,,,,,
3,幻影劍,預設,雙劍,,,-,proration,damage,physical,,400,8,瞬發,可以放入連擊,稍快,
,,,,,,-,damage,constant,200+20*SLv,,,,,,,
,,,,,,,,multiplier,500+20*SLv,,,,,,,
,,,,,,,,multiplier.registlet,5*RLv,,,,,,,
,,,,,,,,frequency,12,,,,,,,
,,,,,,,,ailment_name,冰凍,,,,,,,
,,,,,,,,ailment_chance,10*SLv,,,,,,,
,,,,,,,,element,dark,,,,,,,
,,,,,,,,is_place,1,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,dual_element,one_hand_sword,,,,,,,
,,,,,,,,action_frame,~52,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,text,text,造成第一下傷害後，在技能攻擊結束前自身處於幻影迷蹤。,,,,,,,
,,,,,,,,branch,幻影迷蹤,,,,,,,
,,,,,,-,effect,name,幻影迷蹤,,,,,,,
,,,,,,,,caption,獲得#[無敵]狀態。,,,,,,,
,,,,,,,,condition,技能攻擊結束前,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,若對非BOSS目標施放，有5%機率發動#[即死]。,,,,,,,
,,,,,,-,list,text,此技能的動作時間總共約3~4秒。,,,,,,,
,,,,,,-,list,text,技能施放中，可通過移動來手動取消幻影迷蹤的狀態。,,,,,,,
,,,,,,,,mark,幻影迷蹤,,,,,,,
,,,,,,1,list,text,當處在幻影迷蹤狀態時，技能傷害將受近/遠距離威力與遠程狙擊影響。一旦脫離無敵狀態則上述能力無效。,,,,,,,
,,,,,,,,skill,遠程狙擊,,,,,,,
,,,,,,,,mark,幻影迷蹤,,,,,,,
3,,歷史紀錄,0,2020/07/16,,-,text,text,追加：無敵狀態中技能傷害受距離威力影響。,,,,,,,
,,,,,,1,,text,此技能為設置型技能，因此不受近/遠距離威力與遠程狙擊影響。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,禦空破陣,預設,雙劍,,,-,text,text,對目標造成傷害。動作期間進入防守架勢，減輕受到的傷害，減傷成功時獲得反擊之勢狀態。,,100,main,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,branch,"防守架勢,反擊之勢",,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,50+5*SLv,,,,,,,
,,,,,,,,multiplier,100+SLv,,,,,,,
,,,,,,,,multiplier.registlet,5*RLv,,,,,,,
,,,,,,,,frequency,2,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,~82,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,-,effect,name,防守架勢,,,,,,,
,,,,,,,,condition,動作期間,,,,,,,
,,,,,,,,physical_resistance,Math.floor(SLv*SLv*SLv*2/37)+SLv*3+7-Math.floor(SLv/7),,,,,,,
,,,,,,,,magic_resistance,Math.floor(SLv*SLv*SLv*2/37)+SLv*3+7-Math.floor(SLv/7),,,,,,,
,,,,,,-,extra,caption,免疫攻擊附帶的#[膽怯]、#[翻覆]、#[昏厥]、#[逼退]。,,,,,,,
,,,,,,-,extra,condition,減少至少一次傷害時,,,,,,,
,,,,,,,,caption,自身獲得反擊之勢。,,,,,,,
,,,,,,,,mark,反擊之勢,,,,,,,
,,,,,,-,effect,name,反擊之勢,,,,,,,
,,,,,,,,condition,none,,,,,,,
,,,,,,,,atk,SLv,%,,,,,,
,,,,,,,,aspd,10*SLv,%,,,,,,
,,,,,,,,duration,30,,,,,,,
,,,,,,-,list,text,再次使用本技能時，反擊之勢的效果即消失。,,,,,,,
,,,,,,,,mark,反擊之勢,,,,,,,
4,,歷史紀錄,0,2018/03/27,,1,,ailment_chance,5*SLv,,,,,,,
,,,,,,,,ailment_name,翻覆,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,猛爆斬,預設,雙劍,,,-,proration,damage,physical,,300,main,瞬發,可以放入連擊,一般,
,,,,,,-,damage,constant,100+20*SLv,,,,,,,
,,,,,,,,multiplier,100+10*SLv,,,,,,,
,,,,,,,,multiplier.registlet,-110+RLv*10,,,,,,,
,,,,,,,,frequency,2,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,effective_area,line,,,,,,,
,,,,,,,,radius,3,,,,,,,
,,,,,,,,move_distance,12,,,,,,,
,,,,,,,,end_position,self,,,,,,,
,,,,,,,,unsheathe_damage,1,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,target_offsets,2,,,,,,,
,,,,,,,,action_frame,~66,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,-,text,text,此技能的傷害受拔刀傷害加成影響。,,,,,,,
6,劍影,預設,雙劍,,,-,effect,caption,迅速移動到目標身後，同時獲得劍影效果,,400-Math.floor((SLv+1)/4)*100,2+SLv,瞬發,可以放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,branch,劍影,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,effect,name,劍影,,,,,,,
,,,,,,,,condition,施放下一招技能前,,,,,,,
,,,,,,,,attack_mp_recovery,SLv,,,,,,,
,,,,,,-,extra,critical_rate,20*SLv,%,,,,,,
,,,,,,,,type,next,,,,,,,
,,,,,,-,tips,text,若沒有立即施放下一個技能，下一次普攻將是拔刀攻擊。,,,,,,,
7,閃光交叉,預設,雙劍,,,-,text,text,使用!B[閃光交叉]對敵人發出兩段攻擊，命中時於特定條件下獲得HP、MP恢復效果。距離目標越遠，此技能傷害越低，但回復效果越高。,,600,12,瞬發,可以放入連擊,稍快,
,,,,,,,,branch,閃光交叉,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,min,0,,,,,,,
,,,,,,,,max,12,,,,,,,
,,,,,,,,name,與目標的距離,,,,,,,
,,,,,,,,unit,m,,,,,,,
,,,,,,,,default,4,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,100+SLv*20,,,,,,,
,,,,,,,,multiplier,"Math.max(100,300+SLv*10-50*Math.max(0,stack-4)+$STR*0.2+$AGI*0.2+$DEX*0.2)",,,,,,,
,,,,,,,,multiplier.display,"300+SLv*10-50*Math.max(0, stack-4)+$STR*0.2+$AGI*0.2+$DEX*0.2",,,,,,,
,,,,,,,,frequency,2,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,name,閃光交叉,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,element,light,,,,,,,
,,,,,,,,dual_element,one_hand_sword,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,66~45,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,2,extra,condition,觸發暴擊時,,,,,,,
,,,,,,,,caption,恢復${10*SLv}![MP]，單次技能最多觸發一次。,,,,,,,
,,,,,,-,extra,condition,沒有任意HP回復狀態時,,,,,,,
,,,,,,,,caption,獲得持續回復HP的!B[光耀]效果。,,,,,,,
,,,,,,-,list,text,最終倍率將不會低於![100]。,,,,,,,
,,,,,,-,heal,name,光耀,,,,,,,
,,,,,,,,type,hp,,,,,,,
,,,,,,,,duration,9,,,,,,,
,,,,,,,,cycle,3,,,,,,,
,,,,,,,,extra_text,HP上限,,,,,,,
,,,,,,,,extra_value,SLv*0.001*Math.floor((stack+3)/5),,,,,,,
,,,,,,,,frequency,4,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,-,text,text,當處於!S[月神災厄]的![月光]狀態中，此技能轉變為!B[赫焉閃光交叉]。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,damage,constant,100+SLv*20,,,,,,,
,,,,,,,,multiplier,"Math.max(100,300+SLv*10-50*Math.max(0,stack-4)+$STR*0.25+$AGI*0.25+$DEX*0.25)",,,,,,,
,,,,,,,,multiplier.display,"300+SLv*10-50*Math.max(0, stack-4)+$STR*0.25+$AGI*0.25+$DEX*0.25",,,,,,,
,,,,,,,,frequency,2,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,name,赫焉閃光交叉,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,element,light,,,,,,,
,,,,,,,,dual_element,one_hand_sword,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,base,type,dual_sword,,,,,,,
,,,,,,-,extra,condition,觸發暴擊時,,,,,,,
,,,,,,,,caption,恢復${10*SLv}![MP]。![兩段傷害均可各自觸發此效果]，單次技能最多可回復200MP。,,,,,,,
,,,,,,-,tips,text,赫焉閃光交叉同樣有光耀、與依據距離而變的效果，此處不再贅述。,,,,,,,
,,,,,,-,list,text,![赫焉閃光交叉]的動作速度略快於原本的![閃光交叉]。,,,,,,,
,,,,,,-,list,text,此技能雖然是設置型技能，但享受近/遠距離威力與!S[遠程狙擊]加成。,,,,,,,
7,,歷史紀錄,0,2019/06/27,,-,text,text,技能倍率調整、發動速度下降約20%、MP回復效果由最大兩次變為一次。,,,,,,,
,,,,,,1,,multiplier,"400+20*SLv-50*Math.max(0, stack-3)",,,,,,,
,,,,,,2,,caption,恢復${10*SLv}![MP]，兩段傷害可以各自觸發此效果。,,,,,,,
7,,歷史紀錄,0,2019/02/21,,-,text,text,衰減起始距離由6m變為3m，衰減幅度由30提高為50。,,,,,,,
,,,,,,1,,multiplier,"400+20*SLv-30*Math.max(0, stack-6)",,,,,,,
7,,歷史紀錄,0,2020/07/16,,-,text,text,衰減起始距離由3m變為4m。,,,,,,,
,,,,,,1,,multiplier,"300+SLv*10-50*Math.max(0, stack-3)+$STR*0.2+$AGI*0.2+$DEX*0.2",,,,,,,
8,步步為營,預設,雙劍,,,1,effect,evasion_regenerate,10+SLv*2,,100,,瞬發,可以放入連擊,快,
,,,,,,,,def,-100+SLv,%,,,,,,
,,,,,,,,mdef,-100+SLv,%,,,,,,
,,,,,,,,duration,100,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
8,,非預設,,,,1,effect,duration,10,,,,,,,
9,劍閃,預設,雙劍,,,1,effect,unsheathe_attack_multiplier,SLv,,200,,瞬發,可以放入連擊,快,
,,,,,,,,weapon_atk,25,%,,,,,,
,,,,,,,,evasion_count,Math.floor(SLv/5),,,,,,,
,,,,,,,,duration,120,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,4,extra,caption,進行閃躲、或使用劍影時，同時發動爆裂閃光。,,,,,,,
,,,,,,,,condition,狀態期間,,,,,,,
,,,,,,,,branch,爆裂閃光,,,,,,,
,,,,,,,,skill,劍影,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,2,damage,name,爆裂閃光,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,constant,100+10*SLv,,,,,,,
,,,,,,,,multiplier,100+15*SLv,,,,,,,
,,,,,,,,radius,5,,,,,,,
,,,,,,,,end_position,self,,,,,,,
,,,,,,,,element,wind,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,dual_element,one_hand_sword,,,,,,,
,,,,,,,,action_frame,30~30,,,,,,,
,,,,,,3,base,type,dual_sword,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,,非預設,單手劍,,,1,effect,weapon_atk,,%,,,,,,
,,,,,,,,duration,20,,,,,,,
,,,,,,,,evasion_count,,,,,,,,
,,,,,,2,,dual_element,,,,,,,,
,,,,,,3,,,,,,,,,,
,,,,,,5,,,,,,,,,,
9,,非預設,,,,1,effect,weapon_atk,,%,,,,,,
,,,,,,,,duration,20,,,,,,,
,,,,,,,,evasion_count,,,,,,,,
